"model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize"
"Mokka X",2017,12298,"Semi-Auto",29267,"Petrol",160,43.5,1.4
"RS3",2018,36996,"Semi-Auto",15400,"Petrol",150,34,2.5
"Corsa",2016,8049,"Manual",28251,"Petrol",30,54.4,1.4
"Superb",2019,18998,"Semi-Auto",16007,"Diesel",145,62.8,2
"Corsa",2014,5500,"Manual",49064,"Diesel",20,67.3,1.3
"A3",2016,12866,"Automatic",24672,"Diesel",30,64.2,2
"Astra",2016,7999,"Manual",59531,"Petrol",125,52.3,1.4
"Superb",2017,14860,"Semi-Auto",53850,"Diesel",145,62.8,2
"Karoq",2019,19995,"Automatic",7902,"Diesel",145,62.8,1.6
"Q2",2019,26985,"Automatic",10,"Petrol",145,43.5,1.5
"A6",2019,38444,"Semi-Auto",5432,"Petrol",150,34,2
"Kodiaq",2018,20995,"Manual",19148,"Diesel",145,52.3,2
"Astra",2016,5493,"Manual",126000,"Diesel",0,83.1,1.6
"Yaris",2019,11870,"Manual",8324,"Petrol",145,47.9,1.5
"RAV4",2017,16000,"Manual",38000,"Diesel",145,60.1,2
"A1",2016,13000,"Manual",35981,"Petrol",30,55.4,1.4
"Superb",2016,12490,"Semi-Auto",57485,"Diesel",125,61.4,2
"A3",2015,15282,"Automatic",17456,"Petrol",30,58.9,1.4
"A1",2017,13990,"Automatic",27369,"Petrol",150,56.5,1.4
"A4",2016,16995,"Manual",41443,"Diesel",30,67.3,2
"Yaris",2017,8298,"Manual",25775,"Petrol",30,58,1.3
"Astra",2014,6803,"Manual",41127,"Petrol",160,44.8,1.6
"Mokka",2015,9995,"Automatic",19000,"Petrol",160,43.5,1.4
"Q5",2019,35498,"Semi-Auto",10,"Petrol",145,32.1,2
"Aygo",2015,5475,"Manual",54417,"Petrol",0,69,1
"A3",2015,15995,"Automatic",28457,"Diesel",125,57.6,2
"Astra",2020,15690,"Manual",3093,"Petrol",145,54.3,1.2
"Q8",2019,50990,"Semi-Auto",5608,"Diesel",150,33.6,3
"Fabia",2019,13990,"Manual",3273,"Petrol",145,51.4,1
"Yeti Outdoor",2015,13495,"Manual",10639,"Petrol",125,51.4,1.2
"A3",2016,15990,"Manual",42395,"Petrol",30,60.1,1.4
"Aygo",2017,6450,"Manual",31877,"Petrol",0,69,1
"Kodiaq",2019,29250,"Automatic",5611,"Diesel",150,39.2,2
"Octavia",2017,16495,"Manual",23601,"Diesel",150,62.8,2
"Astra",2016,9495,"Manual",29123,"Petrol",125,52.3,1.4
"Q2",2018,17290,"Manual",10855,"Petrol",145,55.4,1
"Q2",2019,23900,"Manual",1500,"Diesel",145,49.6,1.6
"Corsa",2019,11995,"Manual",2500,"Petrol",145,54.3,1.4
"Mokka X",2017,13500,"Semi-Auto",14212,"Petrol",145,43.5,1.4
"Astra",2016,8377,"Manual",27000,"Petrol",125,51.4,1.4
"Yaris",2013,9995,"Automatic",45558,"Hybrid",0,76.3,1.5
"Insignia",2018,11495,"Manual",29603,"Petrol",145,47.1,1.5
"Q3",2015,14498,"Manual",53124,"Diesel",145,55.4,2
"Adam",2018,9499,"Manual",14330,"Petrol",150,53.3,1.2
"A7",2016,20250,"Semi-Auto",29000,"Diesel",30,62.8,3
"Corsa",2015,6000,"Manual",32463,"Petrol",125,52.3,1.2
"A5",2019,30990,"Automatic",5200,"Diesel",145,45.6,2
"A3",2020,26490,"Manual",240,"Diesel",145,52.3,1.6
"Combo Life",2019,14750,"Manual",4528,"Petrol",145,42.2,1.2
"Yeti",2017,14400,"Semi-Auto",10345,"Petrol",125,51.4,1.2
"Auris",2016,13499,"Automatic",71329,"Hybrid",0,70.6,1.8
"Crossland X",2019,13691,"Semi-Auto",15776,"Petrol",150,42.2,1.2
"Q5",2015,23900,"Semi-Auto",48389,"Diesel",240,42.8,3
"A1",2015,11298,"Manual",43512,"Petrol",30,56.5,1.4
"Astra",2014,7200,"Manual",40930,"Petrol",160,44.8,1.6
"Kodiaq",2019,22990,"Automatic",15136,"Petrol",145,34,1.5
"Yaris",2015,7495,"Manual",30252,"Petrol",30,58,1.3
"TT",2012,8990,"Manual",66896,"Petrol",165,44.1,1.8
"Mokka X",2017,10998,"Manual",17268,"Petrol",145,47.1,1.4
"A3",2015,11999,"Automatic",29460,"Diesel",30,64.2,2
"A4",2016,11749,"Automatic",82028,"Petrol",30,55.4,2
"A1",2016,11999,"Manual",48090,"Petrol",30,55.4,1.4
"Yaris",2018,9995,"Manual",25414,"Petrol",145,58.9,1.5
"Astra",2017,9528,"Manual",26747,"Petrol",125,52.3,1.4
"A1",2020,21000,"Manual",3999,"Petrol",145,47.9,1
"Q2",2018,18990,"Semi-Auto",19135,"Petrol",150,54.3,1.4
"A4",2019,29300,"Manual",3378,"Petrol",145,39.2,2
"Astra",2016,11199,"Automatic",11899,"Petrol",125,51.4,1.4
"Fabia",2018,10991,"Manual",12026,"Petrol",145,64.2,1
"Astra",2003,6975,"Manual",21000,"Petrol",230,36.7,1.8
"A4",2019,25000,"Automatic",2142,"Petrol",145,39.2,2
"A4",2019,26990,"Semi-Auto",9560,"Diesel",145,47.9,2
"Prius",2016,18595,"Automatic",28578,"Hybrid",0,85.6,1.8
"Octavia",2018,14380,"Semi-Auto",7618,"Petrol",145,55.4,1.5
"Corsa",2016,6998,"Manual",26937,"Petrol",30,55.4,1.4
"A6",2019,30500,"Automatic",9000,"Diesel",145,47.9,2
"Q2",2019,19690,"Manual",2555,"Diesel",145,49.6,1.6
"Corsa",2016,8500,"Manual",12985,"Diesel",0,88.3,1.3
"Scala",2019,17495,"Semi-Auto",3425,"Petrol",145,45.6,1.5
"Karoq",2019,22990,"Automatic",1470,"Petrol",150,40.9,1.5
"Q3",2020,33990,"Manual",24,"Petrol",145,39.8,1.5
"Mokka X",2017,10298,"Manual",20814,"Petrol",145,47.1,1.4
"Insignia",2016,10298,"Manual",13393,"Diesel",20,68.9,1.6
"Aygo",2018,6800,"Manual",22864,"Petrol",150,69,1
"A3",2017,17390,"Manual",7110,"Petrol",30,60.1,0
"A6",2016,13498,"Manual",97729,"Diesel",30,61.4,2
"Mokka",2014,7200,"Manual",41685,"Diesel",30,62.8,1.7
"Q5",2019,32195,"Semi-Auto",5891,"Diesel",145,39.2,2
"Grandland X",2019,17949,"Automatic",13756,"Diesel",150,47.1,2
"Aygo",2018,7995,"Manual",6500,"Petrol",145,56.5,1
"Fabia",2017,8995,"Manual",14232,"Petrol",145,60.1,1.2
"Corsa",2016,7060,"Manual",29983,"Petrol",30,55.4,1.4
"Q3",2017,16671,"Manual",20482,"Diesel",30,62.8,2
"Corsa",2018,8495,"Manual",5400,"Petrol",145,43.5,1.4
"Superb",2017,9280,"Manual",94800,"Diesel",20,68.9,2
"Prius",2018,20950,"Automatic",10549,"Hybrid",135,94.1,1.8
"Q2",2019,24499,"Manual",5606,"Petrol",145,39.2,1.5
"Astra",2019,14999,"Manual",14880,"Diesel",145,72.4,1.6
"Mokka X",2017,9995,"Manual",30577,"Petrol",145,47.1,1.4
"Corsa",2015,7298,"Manual",46963,"Petrol",30,55.4,1.4
"Q5",2019,35900,"Semi-Auto",2369,"Diesel",150,38.2,2
"A6",2019,30985,"Automatic",4445,"Diesel",145,47.9,2
"A1",2016,9980,"Manual",30394,"Petrol",0,67.3,1
"A4",2020,34990,"Semi-Auto",50,"Diesel",145,50.4,2
"Aygo",2017,8495,"Manual",28500,"Petrol",0,68.9,1
"Astra",2017,8995,"Manual",41056,"Diesel",0,83.1,1.6
"Superb",2019,26000,"Semi-Auto",2534,"Diesel",145,47.1,2
"Q7",2020,78000,"Automatic",1000,"Diesel",145,30.1,4
"Corsa",2008,3495,"Manual",63000,"Diesel",125,58.9,1.2
"Q2",2017,22950,"Automatic",7325,"Diesel",150,57.7,2
"Q5",2019,33490,"Automatic",5000,"Diesel",145,38.2,2
"Fabia",2019,11490,"Manual",7,"Petrol",145,51.4,1
"Aygo",2018,7899,"Manual",11411,"Petrol",145,69,1
"Yeti Outdoor",2017,12950,"Manual",7359,"Diesel",150,62.8,2
"Adam",2016,7299,"Manual",28694,"Petrol",125,53.3,1.2
"Aygo",2017,7999,"Manual",13000,"Petrol",150,68.9,1
"A6",2016,17397,"Manual",36611,"Diesel",30,61.4,2
"Octavia",2014,9795,"Semi-Auto",41517,"Diesel",30,62.8,2
"Q5",2018,27995,"Semi-Auto",15076,"Diesel",145,56.5,2
"A1",2020,19290,"Manual",2216,"Petrol",145,47.9,1
"A4",2019,21910,"Semi-Auto",8583,"Diesel",145,51.4,2
"RAV4",2016,13750,"Manual",29005,"Diesel",125,60.1,2
"A5",2019,29745,"Manual",3000,"Petrol",145,37.2,2
"Land Cruiser",1998,19990,"Manual",1e+05,"Diesel",265,23.9,4.2
"Aygo",2017,8498,"Manual",7287,"Petrol",145,68.9,1
"Octavia",2018,10995,"Manual",10000,"Petrol",150,57.7,1.5
"Mokka X",2019,15532,"Automatic",15330,"Petrol",145,37.2,1.4
"Q3",2018,23700,"Semi-Auto",16437,"Petrol",150,47.9,1.4
"A5",2013,9995,"Semi-Auto",75900,"Diesel",125,58.9,2
"Mokka X",2017,13900,"Automatic",20148,"Petrol",150,43.5,1.4
"Octavia",2017,13490,"Semi-Auto",13269,"Diesel",150,70.6,1.6
"Q7",2019,51990,"Automatic",676,"Diesel",145,32.8,3
"Yaris",2018,12490,"Automatic",14000,"Hybrid",135,76.3,1.5
"Yeti",2013,10995,"Semi-Auto",29627,"Diesel",240,43.5,2
"Fabia",2016,8000,"Manual",27000,"Petrol",20,60.1,1.2
"Insignia",2018,15995,"Manual",11000,"Petrol",145,47.1,1.5
"Corsa",2019,9388,"Manual",3575,"Petrol",145,43.5,1.4
"RAV4",2016,18995,"Automatic",31492,"Hybrid",20,57.6,2.5
"Q2",2018,19990,"Manual",16414,"Petrol",145,50.4,1.4
"A4",2015,17995,"Automatic",30000,"Diesel",200,39.8,3
"Q3",2017,15860,"Semi-Auto",44080,"Petrol",145,47.9,1.4
"A1",2016,11650,"Manual",18900,"Petrol",0,67.3,1
"A4",2011,6895,"Manual",103000,"Diesel",165,50.4,2
"Mokka",2013,6790,"Manual",44000,"Diesel",30,62.8,1.7
"A1",2019,18995,"Manual",7564,"Petrol",145,51.4,1
"Yaris",2014,5900,"Manual",54360,"Petrol",125,51.4,1.3
"Aygo",2017,7498,"Manual",30001,"Petrol",145,68.9,1
"Grandland X",2019,20390,"Automatic",6622,"Petrol",145,43.5,1.2
"Corsa",2017,7798,"Manual",36065,"Petrol",30,55.4,1.4
"Corsa",2019,9500,"Manual",7040,"Petrol",150,43.5,1.4
"Octavia",2019,22500,"Semi-Auto",5534,"Diesel",150,67.3,2
"Astra",2017,10800,"Manual",19025,"Petrol",125,50.4,1.4
"A3",2017,19900,"Semi-Auto",32189,"Petrol",150,56.5,1.5
"A6",2019,30444,"Automatic",6498,"Diesel",145,50.4,2
"Q7",2016,30000,"Automatic",50536,"Diesel",205,47.9,3
"Astra",2017,9000,"Manual",24217,"Petrol",20,62.8,1
"Q3",2016,14875,"Manual",29897,"Petrol",125,50.4,1.4
"Octavia",2017,11491,"Manual",24416,"Diesel",145,65.7,2
"Astra",2016,8500,"Manual",24088,"Diesel",0,85.6,1.6
"Kamiq",2020,20950,"Manual",1000,"Petrol",145,47.1,1
"Mokka X",2017,10298,"Manual",16367,"Petrol",150,42.2,1.6
"Rapid",2016,7200,"Manual",36826,"Diesel",0,78.5,1.4
"Mokka",2016,8999,"Manual",38610,"Petrol",160,44.8,1.4
"Fabia",2018,13495,"Semi-Auto",9136,"Petrol",150,60.1,1
"Fabia",2017,10889,"Semi-Auto",10487,"Petrol",20,60.1,1.2
"A1",2018,14990,"Manual",10436,"Petrol",150,55.4,1.4
"A3",2017,19325,"Manual",8014,"Petrol",30,56.5,1.4
"Scala",2020,17450,"Semi-Auto",3000,"Petrol",145,47.1,1
"Octavia",2017,12995,"Manual",26835,"Diesel",145,68.9,1.6
"Verso",2017,10998,"Manual",36199,"Petrol",205,41.5,1.6
"Adam",2015,7995,"Manual",31000,"Petrol",125,53.3,1.2
"Corolla",2019,17865,"Manual",17197,"Petrol",145,39.2,1.2
"A3",2003,1490,"Automatic",101000,"Diesel",240,44.5,1.9
"Octavia",2020,27450,"Semi-Auto",3000,"Petrol",145,38.2,2
"A6",2016,19990,"Semi-Auto",36000,"Diesel",150,56.5,2
"A1",2019,20991,"Semi-Auto",11275,"Petrol",150,40.9,2
"Q3",2016,19495,"Semi-Auto",25204,"Diesel",145,51.4,2
"Adam",2018,8700,"Manual",21605,"Petrol",150,53.3,1.2
"RAV4",2017,21971,"Automatic",37258,"Hybrid",20,55.4,2.5
"Astra",2016,10298,"Manual",24899,"Petrol",125,51.4,1.4
"Astra",2017,9240,"Manual",24193,"Diesel",145,85.6,1.6
"Corsa",2015,4995,"Manual",64532,"Petrol",30,55.4,1.4
"Insignia",2018,15695,"Manual",11793,"Diesel",145,65.7,1.6
"Corsa",2015,7666,"Manual",24261,"Petrol",30,55.4,1.4
"Yaris",2016,13950,"Automatic",14107,"Hybrid",0,78.5,1.5
"Superb",2018,16990,"Semi-Auto",20153,"Diesel",145,61.4,2
"Corsa",2018,9582,"Manual",4455,"Petrol",145,43.5,1.4
"Astra",2018,12700,"Manual",23115,"Petrol",145,45.6,1.6
"C-HR",2017,21499,"Automatic",21509,"Hybrid",0,74.3,1.8
"Auris",2014,10500,"Automatic",59300,"Hybrid",0,72.4,1.8
"A3",2018,16985,"Semi-Auto",23860,"Petrol",145,60.1,1
"Grandland X",2018,15798,"Manual",20815,"Diesel",145,56.5,1.5
"A5",2019,26500,"Automatic",3797,"Diesel",145,50.4,2
"TT",2020,33888,"Manual",905,"Petrol",145,34.9,2
"Corsa",2020,16998,"Manual",10,"Petrol",145,52.3,1.2
"Insignia",2018,14999,"Manual",4073,"Petrol",145,47.1,1.5
"Fabia",2016,11000,"Automatic",12797,"Petrol",20,60.1,1.2
"A3",2019,18000,"Automatic",12607,"Diesel",145,52.3,1.6
"Q5",2019,31470,"Semi-Auto",5089,"Diesel",150,38.2,2
"Astra",2016,9990,"Manual",23132,"Petrol",125,51.4,1.4
"Q3",2020,33591,"Semi-Auto",4455,"Petrol",150,39.2,1.5
"Grandland X",2018,14995,"Manual",16253,"Diesel",145,70.6,1.6
"Fabia",2017,11995,"Automatic",14750,"Petrol",145,61.4,1
"Hilux",2018,20995,"Manual",20511,"Diesel",260,40.4,2.4
"Corsa",2019,10093,"Manual",7596,"Petrol",145,43.5,1.4
"A5",2018,29991,"Automatic",12907,"Petrol",145,45.6,2
"Mokka X",2018,12499,"Manual",5094,"Petrol",145,39.2,1.4
"Grandland X",2018,16989,"Automatic",16000,"Diesel",145,57.7,1.5
"Q2",2019,23444,"Semi-Auto",6780,"Petrol",145,42.2,1.5
"A5",2019,29630,"Semi-Auto",3633,"Petrol",145,37.7,2
"Q3",2019,27490,"Manual",10,"Petrol",145,40.9,1.5
"Zafira",2017,10995,"Manual",36098,"Petrol",150,41.5,1.4
"A3",2017,15990,"Manual",8600,"Petrol",145,60.1,1.4
"Mokka X",2018,11920,"Manual",9892,"Petrol",145,39.2,1.4
"Yaris",2018,11795,"Manual",5850,"Petrol",145,58.9,1.5
"Yeti Outdoor",2015,10495,"Semi-Auto",18372,"Petrol",125,51.4,1.2
"Kodiaq",2019,34950,"Automatic",5189,"Diesel",145,35.3,2
"Corsa",2018,15225,"Manual",12670,"Petrol",145,43.5,1.4
"Crossland X",2019,11691,"Manual",2594,"Petrol",145,44.8,1.2
"Octavia",2016,9290,"Manual",31080,"Petrol",20,62.8,1
"Grandland X",2019,15798,"Manual",13284,"Diesel",150,48.7,1.5
"A6",2017,21000,"Automatic",20073,"Diesel",150,61.4,2
"Q5",2019,33630,"Automatic",11113,"Petrol",145,32.1,2
"Astra",2016,8200,"Manual",30261,"Diesel",0,76.3,1.6
"Crossland X",2019,13491,"Manual",3508,"Diesel",145,60.1,1.5
"A1",2017,14495,"Semi-Auto",7198,"Petrol",150,64.2,1
"Auris",2017,16995,"Automatic",19933,"Hybrid",0,70.6,1.8
"Astra",2014,5998,"Manual",51495,"Petrol",160,44.8,1.6
"Yaris",2017,11881,"Automatic",7195,"Petrol",30,58,1.3
"A3",2019,22795,"Automatic",1235,"Diesel",145,52.3,1.6
"Yaris",2018,11195,"Manual",14001,"Petrol",145,58.9,1.5
"A3",2016,16491,"Manual",24950,"Petrol",30,58.9,1.4
"Superb",2019,20794,"Semi-Auto",14086,"Petrol",145,36.7,1.5
"A1",2017,14300,"Automatic",26084,"Petrol",145,58.9,1.4
"Viva",2016,5680,"Manual",19441,"Petrol",20,62.8,1
"A8",2018,38995,"Semi-Auto",6588,"Diesel",145,48.7,3
"Corsa",2018,8991,"Manual",4000,"Petrol",145,43.5,1.4
"Zafira",2016,9310,"Manual",28803,"Petrol",200,42.2,1.4
"Aygo",2017,7995,"Manual",19760,"Petrol",145,68.9,1
"Citigo",2015,5910,"Manual",9122,"Petrol",20,62.8,1
"Rapid",2016,8495,"Manual",25183,"Petrol",20,57.7,1.2
"Crossland X",2019,14500,"Manual",5000,"Petrol",145,47.1,1.2
"Mokka X",2017,11498,"Manual",10773,"Petrol",145,47.1,1.4
"Mokka X",2019,12600,"Manual",9451,"Petrol",145,39.2,1.4
"Insignia",2019,16498,"Manual",6195,"Petrol",150,46.3,1.5
"A1",2016,11673,"Manual",36942,"Petrol",30,55.4,1.4
"Q3",2016,18625,"Automatic",36483,"Diesel",160,50.4,2
"Insignia",2011,3995,"Manual",55041,"Petrol",265,37.2,1.8
"Corsa",2019,8691,"Manual",10008,"Petrol",145,43.5,1.4
"Combo Life",2019,13798,"Manual",8987,"Diesel",145,53.3,1.5
"Corsa",2017,7290,"Manual",23900,"Petrol",145,54.3,1.4
"Corsa",2015,6200,"Manual",40383,"Diesel",0,74.3,1.3
"Astra",2019,11490,"Manual",19000,"Petrol",150,61.4,1
"Grandland X",2019,17000,"Manual",10000,"Petrol",145,44.1,1.2
"Mokka X",2019,12998,"Manual",12012,"Petrol",145,39.2,1.4
"Fabia",2018,9981,"Manual",5895,"Petrol",145,64.2,1
"Verso",2018,17995,"Semi-Auto",3252,"Petrol",145,43.5,1.8
"Q5",2020,38500,"Semi-Auto",4000,"Petrol",145,32.1,2
"Q3",2016,15999,"Manual",33439,"Diesel",30,62.8,2
"Octavia",2019,21990,"Semi-Auto",2329,"Diesel",145,50.4,2
"A1",2015,8199,"Manual",77288,"Diesel",0,74.3,1.6
"Viva",2016,6600,"Manual",4830,"Petrol",20,62.8,1
"Octavia",2019,18950,"Automatic",5040,"Diesel",145,72.4,1.6
"Mokka X",2019,12998,"Manual",5647,"Petrol",150,39.2,1.4
"Viva",2015,5699,"Manual",18170,"Petrol",20,62.8,1
"Yeti Outdoor",2014,10990,"Automatic",68092,"Diesel",205,44.8,2
"Zafira",2016,10240,"Automatic",20173,"Diesel",200,46.3,2
"Yaris",2016,10690,"Automatic",23565,"Petrol",30,58,1.3
"Fabia",2017,8990,"Manual",23800,"Petrol",150,60.1,1.2
"RAV4",2016,18710,"Automatic",37971,"Hybrid",20,57.6,2.5
"Aygo",2015,7495,"Semi-Auto",15944,"Petrol",0,67,1
"Fabia",2017,7340,"Manual",20350,"Petrol",20,58.8,1
"Mokka X",2019,15290,"Manual",2908,"Petrol",145,39.2,1.4
"Fabia",2019,11750,"Manual",837,"Petrol",145,60.1,1
"Auris",2017,14480,"Automatic",20317,"Hybrid",0,78.5,1.8
"Fabia",2016,6990,"Manual",63230,"Petrol",20,58.8,1.2
"Corsa",2017,7999,"Manual",12213,"Petrol",145,55.4,1.4
"A6",2016,13999,"Manual",44273,"Diesel",30,65.7,2
"Octavia",2018,12499,"Manual",7348,"Diesel",145,67.3,1.6
"Corsa",2016,6798,"Manual",37452,"Petrol",30,54.3,1.4
"Q3",2017,18995,"Semi-Auto",27057,"Petrol",145,47.9,1.4
"Yeti Outdoor",2015,11645,"Manual",46365,"Diesel",160,49.6,2
"Adam",2016,8300,"Manual",29327,"Petrol",125,52.3,1.4
"Astra",2016,7991,"Manual",24703,"Petrol",125,51.4,1.4
"Yeti",2011,5699,"Manual",93579,"Diesel",200,46.3,2
"A4",2019,24998,"Semi-Auto",12853,"Petrol",145,38.2,2
"Yeti Outdoor",2014,10995,"Semi-Auto",48265,"Diesel",205,44.8,2
"Adam",2018,9295,"Manual",11609,"Petrol",145,44.8,1.2
"Karoq",2019,18222,"Manual",5773,"Diesel",145,42.8,2
"A4",2019,17998,"Semi-Auto",18668,"Petrol",150,40.9,2
"Yaris",2017,10985,"Manual",6659,"Petrol",145,56.5,1.5
"A3",2017,21350,"Semi-Auto",22100,"Petrol",145,56.5,1.5
"Insignia",2018,13998,"Manual",22112,"Diesel",145,65.7,1.6
"Kodiaq",2019,25595,"Automatic",13500,"Diesel",150,42.2,2
"A3",2017,13395,"Manual",38000,"Petrol",145,60.1,1.4
"A3",2019,30470,"Semi-Auto",7987,"Petrol",150,34.9,2
"A1",2015,11995,"Manual",31500,"Petrol",30,57.6,1.4
"Q3",2016,19700,"Semi-Auto",27969,"Diesel",160,50.4,2
"Astra",2020,14990,"Manual",100,"Petrol",145,54.3,1.2
"Mokka X",2019,14240,"Manual",7314,"Petrol",145,39.2,1.4
"Mokka X",2017,11499,"Automatic",35286,"Petrol",145,43.5,1.4
"Corsa",2020,16998,"Manual",19,"Petrol",145,52.3,1.2
"C-HR",2018,19995,"Automatic",30068,"Hybrid",135,74.3,1.8
"TT",2017,19252,"Manual",14567,"Petrol",145,47.1,1.8
"Corsa",2018,7352,"Manual",25237,"Petrol",145,55.4,1.4
"A5",2019,29999,"Automatic",2776,"Diesel",145,45.6,2
"A3",2016,10495,"Manual",59800,"Diesel",0,74.3,1.6
"Octavia",2016,11890,"Semi-Auto",24054,"Petrol",30,58.9,1.4
"Scala",2019,18710,"Automatic",506,"Diesel",145,54.3,1.6
"Corsa",2017,8750,"Manual",13587,"Petrol",150,55.4,1.4
"TT",2019,31946,"Semi-Auto",5500,"Petrol",145,34,2
"Astra",2018,11495,"Manual",17166,"Petrol",145,62.8,1
"A3",2019,19300,"Manual",5000,"Diesel",145,56.5,2
"Q2",2019,25990,"Manual",6000,"Diesel",145,46.3,1.6
"Aygo",2016,7495,"Manual",9572,"Petrol",0,69,1
"Prius",2017,17498,"Automatic",45756,"Hybrid",140,94.1,1.8
"A3",2014,9300,"Manual",46302,"Petrol",30,57.6,1.2
"A1",2017,13766,"Manual",6829,"Petrol",150,56.5,1.4
"Yaris",2013,6191,"Manual",39869,"Petrol",125,51.4,1.3
"Aygo",2017,6290,"Manual",22181,"Petrol",0,69,1
"A4",2015,10475,"Manual",69000,"Diesel",145,55.4,2
"Kodiaq",2017,23295,"Semi-Auto",18321,"Petrol",145,39.8,1.4
"Q3",2015,13610,"Manual",59702,"Diesel",125,60.1,2
"Crossland X",2017,12995,"Manual",9000,"Petrol",145,57.7,1.2
"Verso",2016,11691,"Manual",19417,"Petrol",200,41.5,1.6
"Prius",2019,24995,"Automatic",6201,"Hybrid",135,64.2,1.8
"Q7",2020,84990,"Semi-Auto",6000,"Diesel",150,29.4,4
"Q3",2019,39990,"Semi-Auto",7561,"Petrol",145,30.7,2
"A1",2018,17250,"Automatic",7629,"Petrol",150,56.5,1.4
"Q3",2020,29888,"Manual",4000,"Petrol",145,40.9,1.5
"A1",2015,12500,"Manual",30500,"Diesel",0,80.7,1.6
"Mokka X",2017,9770,"Manual",10056,"Petrol",200,42.2,1.6
"A1",2017,13995,"Manual",15981,"Petrol",145,57.6,1.4
"Aygo",2017,7990,"Manual",9961,"Petrol",145,68.9,1
"Astra",2019,14950,"Automatic",100,"Petrol",145,51.4,1.4
"Astra",2016,8120,"Manual",56267,"Diesel",20,72.4,1.6
"Yaris",2018,12495,"Manual",12188,"Petrol",145,56.5,1.5
"Octavia",2020,20990,"Semi-Auto",2500,"Diesel",145,51.4,1.6
"Astra",2016,8048,"Manual",38956,"Diesel",0,78.5,1.6
"A6",2014,14000,"Automatic",56220,"Diesel",30,64.2,2
"Corsa",2016,5999,"Semi-Auto",64000,"Diesel",0,85.6,1.2
"Aygo",2019,9995,"Manual",6414,"Petrol",145,56.5,1
"Karoq",2018,21495,"Automatic",7812,"Petrol",145,50.4,1.5
"Mokka",2016,9495,"Automatic",24617,"Petrol",165,43.5,1.4
"RAV4",2017,21500,"Automatic",27751,"Hybrid",20,55.4,2.5
"Aygo",2018,8995,"Semi-Auto",16197,"Petrol",150,67,1
"Yeti Outdoor",2017,12995,"Semi-Auto",38881,"Petrol",125,51.4,1.2
"Octavia",2019,13795,"Manual",13651,"Diesel",150,67.3,1.6
"A1",2016,12900,"Semi-Auto",12445,"Petrol",20,64.2,1
"Scala",2019,15850,"Semi-Auto",4554,"Petrol",150,47.1,1
"A8",2019,41995,"Automatic",1898,"Diesel",145,40.4,3
"Aygo",2013,3990,"Manual",40003,"Petrol",0,65.7,1
"Fabia",2017,8890,"Manual",19751,"Petrol",150,60.1,1.2
"Crossland X",2017,11495,"Manual",32061,"Petrol",150,57.7,1.2
"Meriva",2015,6999,"Manual",26854,"Petrol",160,44.8,1.4
"Auris",2013,7995,"Manual",34110,"Petrol",145,46.3,1.6
"Corsa",2018,9481,"Manual",15278,"Petrol",150,49.6,1.4
"Fabia",2017,8995,"Manual",5575,"Petrol",145,64.2,1
"C-HR",2017,17991,"Manual",6126,"Petrol",145,47.1,1.2
"Astra",2016,8020,"Manual",33353,"Diesel",0,78.5,1.6
"Grandland X",2019,18695,"Automatic",12564,"Petrol",145,43.5,1.2
"Astra",2015,6480,"Manual",18999,"Petrol",205,43.5,1.6
"Mokka X",2018,12285,"Manual",32777,"Petrol",145,39.2,1.4
"A3",2018,18500,"Semi-Auto",19700,"Petrol",150,42.2,1.5
"Q3",2020,29944,"Automatic",1500,"Petrol",145,32.5,0
"Astra",2016,10890,"Manual",3987,"Diesel",20,72.4,1.6
"A4",2019,25800,"Automatic",3952,"Diesel",145,44.8,2
"Crossland X",2018,12438,"Manual",5826,"Petrol",145,54.3,1.2
"Q2",2019,20498,"Semi-Auto",5662,"Diesel",145,47.9,1.6
"Corsa",2017,8095,"Manual",17866,"Petrol",145,54.3,1.4
"Q2",2017,21000,"Semi-Auto",22000,"Diesel",145,57.7,2
"Hilux",2019,23600,"Manual",19211,"Diesel",260,40.4,2.4
"A3",2015,8599,"Manual",74209,"Diesel",0,74.3,1.6
"Corsa",2016,5795,"Manual",61860,"Diesel",0,83.1,1.2
"Octavia",2014,6399,"Semi-Auto",78500,"Diesel",20,72.4,1.6
"Astra",2018,10400,"Manual",31633,"Petrol",145,62.8,1
"A5",2019,33440,"Automatic",18961,"Petrol",145,36.7,2
"A6",2019,39950,"Semi-Auto",5000,"Petrol",145,31.4,3
"Kamiq",2019,19490,"Manual",10,"Petrol",145,47.1,1.5
"Q3",2016,16950,"Manual",31025,"Diesel",30,61.4,2
"Kodiaq",2019,19995,"Manual",22190,"Petrol",145,34.5,1.5
"Q3",2017,22495,"Manual",32713,"Diesel",160,50.4,2
"A1",2016,9499,"Manual",29793,"Diesel",0,80.7,1.6
"Adam",2014,5950,"Manual",51470,"Petrol",125,51.4,1.4
"Corsa",2017,8495,"Manual",16000,"Petrol",145,54.3,1.4
"Q7",2019,46990,"Semi-Auto",3264,"Diesel",145,33.6,3
"Corsa",2014,4500,"Manual",22483,"Petrol",30,55.4,1
"Yaris",2019,12490,"Manual",2940,"Petrol",145,58.9,1.5
"Insignia",2017,14995,"Manual",15100,"Petrol",145,47.1,1.5
"Astra",2019,22699,"Manual",2310,"Petrol",145,47.1,1.4
"Aygo",2017,8712,"Manual",16026,"Petrol",0,68.9,1
